Fair-Trade Score,Panel Test,PackagingDatumTijdEind,Gewichtscontrole,Roosterprofiel,Cyclustijd,GrindingApparaat,Opmerkingen,Batchnr,GrindingDatumTijdEind,GrindingID,LeverancierLevertijd,Koffieboon,Registratiedatum,Benuttingsgraad,Voorraadniveaus,FillingID,Duurzaamheid Score,GrindingDatumTijdStart,FillingApparaat,PackagingApparaat,Cost,FillingDatumTijdStart,PackagingDatumTijdStart,PackagingID,ProcessTime,Herkomst,Audit van Leverancier,CO2-Footprint,Klantretourpercentage,Risicokwalificatie,FillingDatumTijdEind,Klanttevredenheid,Leveranciersbeoordeling,Laatste Audit,Defectpercentage,Energieverbruik
33,Voldoet,2020-02-10 04:01:56.913809,0.87 kg,Licht,3.29 uur,Grinder 2,Uitstekende kwaliteit,5907,2020-02-10 01:08:39.845862,230,15 dagen,Robusta,2022-07-01,64.43%,200 units,9887,27,2020-02-10 00:48:26,Filling Machine 5,Packager 3,464.44 euros,2020-02-10 01:42:40.854831,2020-02-10 03:30:41.266117,6220,3.29 hours,Ecuador,Afgekeurd,1.85 kg CO2/kg,1.39%,Zeer Hoog,2020-02-10 01:52:27.588211,5,3.0,2023-04-13,0.32%,327.0 kWh
64,Voldoet,2023-05-09 14:07:30.945488,1.21 kg,Medium,4.19 uur,Grinder 3,Geen,1711,2023-05-09 11:40:40.255378,6926,18 dagen,Robusta,2021-10-07,82.17%,-999999,75,47,0000-00-00 00:00:00,Filling Machine 5,Packager 5,509.73 euros,2023-05-09 11:59:07.695611,2023-05-09 13:37:52.122356,7414,4.19 hours,Zambia,Herziening vereist,7.31 kg CO2/kg,0.88%,Hoog,2023-05-09 12:17:45.530769,-3,1.0,2022-08-16,0.56%,301.0 kWh
30,Voldoet,2023-08-25 11:40:15.345868,0.73 kg,Licht,3.84 uur,Grinder 4,Geen,4420,2023-08-25 09:27:20.815620,7489,18 dagen,Robusta,2022-05-05,88.37%,200 units,1742,46,2023-08-25 09:18:34,Filling Machine 1,Packager 3,491.78 euros,2023-08-25 09:59:16.459260,2023-08-25 11:16:30.877837,8970,3.84 hours,Papoea-Nieuw-Guinea,Goedgekeurd,8.01 kg CO2/kg,1.32%,Hoog,2023-08-25 10:12:32.198069,6,7.0,2023-03-06,1.43%,230.0 kWh
74,Voldoet,2022-08-18 07:52:59.910218,0.94 kg,Licht,4.56 uur,Grinder 5,Geen,1296,2022-08-18 05:48:16,5457,10 dagen,Robusta,2021-01-13,84.36%,400 units,5699,29,2022-08-18 05:47:16,Filling Machine 4,Packager 1,527.95 euros,onbekend,2022-08-18 07:20:42.649569,6054,4.56 hours,Ecuador,Afgekeurd,6.76 kg CO2/kg,0.37%,Zeer Hoog,2022-08-18 06:16:58.599421,6,8.0,2021-06-05,1.27%,163.0 kWh
42,Voldoet gedeeltelijk,2021-09-27 04:52:38.222127,0.87 kg,Medium,3.38 uur,Grinder 3,Geen,3618,2021-09-27 03:03:15.716259,3580,16 dagen,Arabica,2022-06-04,59.37%,200 units,5954,57,2021-09-27 02:40:46,Filling Machine 1,Onbekend apparaat,469.19 euros,2021-09-27 03:36:03.048371,2021-09-27 04:23:11.749698,8780,3.38 hours,Laos,Herziening vereist,,1.30%,Kritiek,2021-09-27 03:48:18.320693,8,9.0,,1.09%,338.0 kWh
63,Voldoet,2021-10-12 06:05:48.750310,1.05 kg,Licht,3.87 uur,Grinder 1,Geen,3030,2021-10-12 04:03:51.596348,3671,11 dagen,Arabica,2021-03-02,88.72%,400 units,4349,37,2021-10-12 03:38:05,Filling Machine 5,Packager 1,-999999,2021-10-12 04:23:43.129362,2021-10-12 05:37:25.613726,9944,???,Indonesië,Herziening vereist,5.74 kg CO2/kg,1.06%,Hoog,2021-10-12 04:39:16.152741,3,5.0,2021-10-20,1.85%,511.0 kWh
48,Voldoet gedeeltelijk,2022-10-29 17:27:16.475564,0.87 kg,Medium-Donker,3.83 uur,Grinder 4,Herziening vereist,6268,2022-10-29 15:19:47.711373,5850,18 dagen,Robusta,2022-08-02,91.97%,300 units,5402,44,2022-10-29 14:59:14,Filling Machine 5,Packager 4,491.66 euros,2022-10-29 15:59:13.832997,2022-10-29 17:18:39.232727,3090,3.83 hours,Peru,Goedgekeurd,10.00 kg CO2/kg,1.24%,Hoog,2022-10-29 16:22:19.079995,2,6.0,2023-03-31,2.11%,258.0 kWh
31,Voldoet,2020-07-21 00:15:42.306921,1.06 kg,Donker,3.54 uur,Grinder 4,Geen,1925,2020-07-20 22:11:36.934246,1102,18 dagen,Excelsa,2023-08-26,81.21%,500 units,2021,25,2020-07-20 22:01:02,Filling Machine 1,Packager 2,477.09 euros,2020-07-20 22:28:22.992454,2020-07-20 23:39:54.749498,8033,3.54 hours,Vietnam,Afgekeurd,7.40 kg CO2/kg,0.69%,Zeer Hoog,2020-07-20 22:46:12.954040,2,4.0,2024-06-27,0.00%,264.0 kWh
46,Voldoet,2020-09-02 15:11:17.899410,1.01 kg,Licht,abc uur,Grinder 3,Uitstekende kwaliteit,9849,2020-09-02 13:13:29.129546,1339,14 dagen,Arabica,2022-07-07,53.64%,500 units,5192,69,2020-09-02 12:53:38,Filling Machine 5,Packager 1,493.03 euros,2020-09-02 13:40:33.940187,2020-09-02 14:44:04.356838,7510,3.86 hours,Filipijnen,Herziening vereist,6.98 kg CO2/kg,1.13%,Hoog,2020-09-02 13:50:50.371940,1,4.0,2023-03-12,2.35%,324.0 kWh
49,Voldoet,2022-07-08 00:27:59.799341,0.96 kg,Medium-Donker,4.79 uur,Grinder 3,Geen,7319,2022-07-07 22:39:33.894505,5234,19 dagen,Arabica,2023-11-22,73.39%,100 units,7802,35,2022-07-07 22:16:50,Filling Machine 1,Packager 1,539.46 euros,2022-07-07 22:58:22.279635,2022-07-07 23:54:10.224267,1549,4.79 hours,El Salvador,Afgekeurd,6.11 kg CO2/kg,1.22%,Hoog,2022-07-07 23:07:38.182594,4,,2024-04-29,1.77%,216.0 kWh
34,Voldoet,2021-07-29 21:46:28.181331,1.38 kg,Medium,3.31 uur,Grinder 3,Uitstekende kwaliteit,9103,2021-07-29 19:09:32.605120,3245,22 dagen,Arabica,2021-06-20,67.60%,200 units,3190,66,2021-07-29 18:45:28,Filling Machine 1,Packager 1,465.56 euros,2021-07-29 19:37:08.366892,2021-07-29 20:59:55.161979,9828,3.31 hours,Uganda,Goedgekeurd,2.25 kg CO2/kg,0.37%,Matig,2021-07-29 19:55:00.824803,4,3.0,2022-03-30,2.95%,202.0 kWh
35,Voldoet,2020-03-16 01:31:19.438731,0.91 kg,Licht,5.41 uur,Grinder 4,Geen,6414,31-02-2025 25:61:61,436,8 dagen,Arabica,2022-06-25,72.02%,400 units,8417,66,2020-03-15 23:40:10,Filling Machine 2,Packager 5,570.38 euros,2020-03-16 00:17:37.115727,2020-03-16 01:21:02.554513,8304,5.41 hours,Myanmar,Afgekeurd,6.13 kg CO2/kg,1.03%,Matig,2020-03-16 00:34:42.289620,9,4.0,2023-06-24,0.38%,245.0 kWh
63,Voldoet,2021-11-29 06:32:15.597191,1.15 kg,Medium,6.16 uur,Grinder 1,Geen,8201,2021-11-29 03:48:21.180007,3938,19 dagen,Arabica,2020-01-30,63.57%,100 units,8054,51,2021-11-29 03:14:53,Filling Machine 5,Packager 1,607.97 euros,2021-11-29 04:16:28.832872,2021-11-29 05:37:59.077773,5908,???,Ethiopië,Afgekeurd,1.66 kg CO2/kg,0.94%,Zeer Hoog,2021-11-29 04:31:27.314328,6,4.0,2020-07-22,3.61%,314.0 kWh
39,Voldoet,2020-02-18 20:04:16.245203,0.75 kg,Medium-Donker,5.63 uur,Grinder 3,Geen,7106,2020-02-18 17:13:38.205744,274,19 dagen,Arabica,2022-12-21,76.50%,300 units,3198,unknown,2020-02-18 17:00:43,Filling Machine 1,Packager 5,581.36 euros,2020-02-18 17:50:51.028480,2020-02-18 19:22:59.984450,805,5.63 hours,Guatemala,Herziening vereist,3.37 kg CO2/kg,0.04%,Zeer Hoog,2020-02-18 18:10:42.580275,1,6.0,2023-10-18,2.84%,251.0 kWh
15,Voldoet,2021-09-04 19:52:16.548739,1.50 kg,Donker,4.73 uur,Grinder 3,Geen,7200,2021-09-04 17:26:24.183785,3449,17 dagen,Arabica,2022-05-05,76.62%,100 units,2561,48,2021-09-04 17:12:53,Filling Machine 2,Packager 3,536.43 euros,2021-09-04 17:51:35.412770,2021-09-04 19:35:07.765130,909,4.73 hours,Myanmar,Goedgekeurd,7.19 kg CO2/kg,1.21%,Laag,0000-00-00 00:00:00,999,9.0,2023-03-09,0.32%,282.0 kWh
52,Voldoet gedeeltelijk,2023-01-27 05:06:03.815960,1.05 kg,Medium,4.60 uur,Grinder 5,Geen,7815,2023-01-27 03:05:47.788898,6374,13 dagen,Robusta,2022-11-16,77.50%,200 units,3379,64,2023-01-27 02:44:55,Filling Machine 5,Packager 4,529.94 euros,2023-01-27 03:34:41.746104,0000-00-00 00:00:00,197,-2 hours,India,Afgekeurd,3.37 kg CO2/kg,1.26%,Matig,2023-01-27 03:59:02.114463,999,4.0,2023-06-18,3.10%,278.0 kWh
47,Voldoet,2020-04-17 04:29:06.031580,0.70 kg,Medium-Donker,3.86 uur,Grinder 5,Geen,2218,2020-04-17 02:27:22.572028,595,7 dagen,Arabica,2020-07-11,77.38%,500 units,3541,999,2020-04-17 01:57:19,Filling Machine 5,Packager 1,493.12 euros,2020-04-17 02:58:57.490945,2020-04-17 03:49:02.661037,3422,3.86 hours,Peru,Goedgekeurd,,1.33%,Laag,2020-04-17 03:15:01.904569,6,5.0,2021-07-11,2.89%,223.0 kWh
84,Voldoet niet,2022-08-24 15:41:37.880469,,Licht,3.71 uur,Grinder 5,Geen,8122,2022-08-24 12:52:40.517138,5484,11 dagen,Arabica,,86.93%,300 units,3024,47,2022-08-24 12:18:43,Filling Machine 4,Packager 3,485.37 euros,2022-08-24 13:25:29.919123,2022-08-24 14:49:45.633078,5335,3.71 hours,Brazilië,Goedgekeurd,6.49 kg CO2/kg,0.75%,Laag,2022-08-24 13:41:30.478354,2,5.0,2020-12-03,2.50%,281.0 kWh
20,Voldoet,2022-05-13 03:46:54.130515,0.80 kg,Medium,6.07 uur,Grinder 5,Herziening vereist,5264,2022-05-13 01:29:07.784258,4915,12 dagen,Arabica,2021-01-11,81.00%,300 units,423,57,2022-05-13 01:04:41,Filling Machine 4,Packager 5,603.28 euros,2022-05-13 01:51:46.388795,2022-05-13 03:12:45.679059,118,???,Filipijnen,Goedgekeurd,5.09 kg CO2/kg,1.51%,Laag,2022-05-13 02:10:34.847405,3,1.0,2021-10-27,1.72%,272.0 kWh
44,Voldoet gedeeltelijk,2021-09-26 21:34:26.220674,1.05 kg,Licht,4.88 uur,Grinder 2,Uitstekende kwaliteit,1047,2021-09-26 19:26:12.075220,3578,22 dagen,Arabica,2023-12-14,89.66%,500 units,1892,63,2021-09-26 19:07:49,Filling Machine 3,Packager 2,543.79 euros,2021-09-26 20:02:37.172755,onbekend,6179,4.88 hours,Madagascar,Afgekeurd,8.43 kg CO2/kg,0.87%,Kritiek,2021-09-26 20:20:30.813942,3,1.0,2024-11-23,3.10%,onbekend
36,Voldoet gedeeltelijk,2022-12-11 01:23:15.272420,1.28 kg,Medium,4.29 uur,Grinder 3,Geen,4184,2022-12-10 22:31:58.602232,6097,8 dagen,Arabica,2023-04-02,63.25%,100 units,5117,43,31-02-2025 25:61:61,Filling Machine 5,Packager 5,514.36 euros,2022-12-10 23:08:32.921289,2022-12-11 00:48:37.855332,1144,4.29 hours,Puerto Rico,Afgekeurd,7.86 kg CO2/kg,1.96%,Hoog,2022-12-10 23:25:12.468584,6,,2024-01-26,1.87%,165.0 kWh
78,Voldoet gedeeltelijk,2022-11-12 18:34:36.811092,1.06 kg,Medium,5.67 uur,Grinder 1,Geen,6759,2022-11-12 16:46:12.257475,5918,13 dagen,Arabica,2022-06-10,80.75%,300 units,1395,57,2022-11-12 16:12:38,Filling Machine 1,Packager 3,583.42 euros,2022-11-12 17:06:14.788055,2022-11-12 17:55:56.593322,2983,5.67 hours,El Salvador,Herziening vereist,6.63 kg CO2/kg,0.90%,Hoog,2022-11-12 17:24:59.535919,2,1.0,2022-10-19,2.44%,381.0 kWh
40,Voldoet,2022-08-13 06:50:14.495200,1.28 kg,Medium,4.73 uur,Grinder 1,Herziening vereist,2249,2022-08-13 05:00:23.627302,5424,14 dagen,Arabica,2023-01-27,78.39%,400 units,3692,unknown,2022-08-13 04:42:33,Filling Machine 1,Packager 1,536.45 euros,2022-08-13 05:19:33.253305,2022-08-13 06:20:17.236684,8596,4.73 hours,Tanzania,Goedgekeurd,2.35 kg CO2/kg,1.63%,Matig,2022-08-13 05:35:40.571404,6,5.0,2023-03-31,3.33%,-100 kWh
62,Voldoet,2023-05-03 19:10:48.287495,1.27 kg,Medium,5.43 uur,Grinder 4,Geen,1343,0000-00-00 00:00:00,6891,23 dagen,Arabica,2023-06-10,94.14%,300 units,4137,48,2023-05-03 16:20:52,Filling Machine 4,Packager 1,571.27 euros,2023-05-03 17:13:07.594166,2023-05-03 18:41:28.665832,6349,5.43 hours,Filipijnen,Goedgekeurd,,1.09%,Hoog,2023-05-03 17:33:09.201531,6,9.0,2023-09-04,1.56%,215.0 kWh
53,Voldoet,2021-11-08 06:10:16.406972,1.34 kg,Medium,???,Grinder 4,Geen,7922,2021-11-08 03:08:17.046195,3819,10 dagen,Arabica,2022-01-17,79.06%,200 units,5537,37,2021-11-08 02:56:05,Filling Machine 1,Packager 4,518.40 euros,2021-11-08 03:48:40.134000,31-02-2025 25:61:61,9176,4.37 hours,Puerto Rico,Goedgekeurd,1.00 kg CO2/kg,0.48%,Laag,2021-11-08 04:12:36.941237,8,2.0,2022-09-08,3.13%,283.0 kWh
15,Voldoet gedeeltelijk,2021-02-27 20:56:51.842721,1.09 kg,Licht,,Grinder 5,Geen,2662,2021-02-27 18:54:05.424966,2363,11 dagen,Arabica,2022-07-30,62.26%,200 units,7835,38,2021-02-27 18:27:56,Filling Machine 2,Packager 1,434.55 euros,2021-02-27 19:11:10.862712,2021-02-27 20:22:44.881621,1314,2.69 hours,Jemen,Herziening vereist,4.44 kg CO2/kg,1.89%,Matig,2021-02-27 19:20:20.702687,6,8.0,2023-01-17,0.77%,299.0 kWh
34,Voldoet,2022-01-30 23:38:26.847266,0.90 kg,Medium,3.65 uur,Grinder 5,Geen,9078,2022-01-30 21:12:23.156078,4296,5 dagen,Arabica,,90.83%,300 units,6410,58,2022-01-30 20:57:29,Filling Machine 4,Packager 1,482.69 euros,2022-01-30 21:50:23.915412,2022-01-30 23:10:49.892948,4237,3.65 hours,Tanzania,Goedgekeurd,7.33 kg CO2/kg,0.30%,Laag,2022-01-30 22:10:21.959666,9,6.0,2021-08-26,3.80%,228.0 kWh
68,Voldoet gedeeltelijk,2023-11-26 10:18:40.218434,1.08 kg,Medium,4.06 uur,Grinder 5,Geen,7984,2023-11-26 08:15:16.140106,7983,28 dagen,Robusta,2023-05-12,76.03%,NaN,2394,-10,2023-11-26 07:48:53,Filling Machine 4,Packager 1,503.15 euros,2023-11-26 08:41:27.274654,2023-11-26 09:51:16.043701,5188,4.06 hours,Guatemala,Herziening vereist,7.29 kg CO2/kg,1.50%,Matig,2023-11-26 08:49:29.718074,8,3.0,,3.02%,222.0 kWh
70,Voldoet,2021-07-02 04:24:34.063113,0.92 kg,Medium,3.48 uur,Grinder 5,Geen,2953,2021-07-02 02:12:49.513954,3095,9 dagen,Liberica,2021-07-25,70.60%,300 units,2063,64,2021-07-02 01:44:11,Filling Machine 3,Packager 3,473.81 euros,2021-07-02 02:43:40.860185,2021-07-02 03:54:34.624072,9703,3.48 hours,Peru,Goedgekeurd,7.35 kg CO2/kg,1.51%,Matig,2021-07-02 02:55:19.081524,6,3.0,2022-06-05,1.06%,999999 kWh
79,Voldoet gedeeltelijk,2021-12-23 21:57:12.352534,0.65 kg,Medium-Donker,-5 uur,Grinder 3,Geen,7121,2021-12-23 19:42:16.297995,4090,7 dagen,Arabica,2020-12-25,79.77%,500 units,9020,76,2021-12-23 19:14:43,Filling Machine 2,Packager 1,472.63 euros,2021-12-23 20:18:39.311208,onbekend,3724,3.45 hours,India,Herziening vereist,3.95 kg CO2/kg,0.52%,Matig,2021-12-23 20:35:47.533582,7,8.0,2021-03-06,1.32%,254.0 kWh
49,Voldoet,2021-08-22 07:11:25.550315,0.98 kg,Medium-Donker,2.99 uur,Grinder 2,Geen,2371,2021-08-22 05:24:32.356328,3377,18 dagen,Excelsa,2022-03-17,89.26%,300 units,3560,16,2021-08-22 05:08:25,Filling Machine 1,Packager 1,449.47 euros,onbekend,2021-08-22 06:34:51.884487,862,2.99 hours,Ecuador,Afgekeurd,7.83 kg CO2/kg,1.82%,Matig,2021-08-22 06:22:51.089710,4,6.0,2023-02-25,2.37%,999999 kWh
66,Voldoet niet,2020-10-26 23:56:02.081277,1.11 kg,Medium,2.94 uur,Grinder 2,Geen,7355,2020-10-26 21:45:12.502204,1676,21 dagen,Arabica,2021-06-01,65.51%,100 units,9953,39,2020-10-26 21:32:41,Filling Machine 1,Packager 3,9999999.99,2020-10-26 22:23:56.066595,2020-10-26 23:33:02.773882,9623,2.94 hours,Thailand,Herziening vereist,4.62 kg CO2/kg,0.60%,Hoog,2020-10-26 22:40:58.846747,4,1.0,2021-07-10,0.30%,206.0 kWh
71,Voldoet,2023-07-22 22:24:09.256814,0.95 kg,Medium-Donker,4.32 uur,Grinder 4,Herziening vereist,3669,2023-07-22 19:48:08.543347,7323,28 dagen,Arabica,2021-10-09,58.86%,300 units,4954,82,2023-07-22 19:27:02,Filling Machine 1,Packager 1,515.76 euros,2023-07-22 20:30:10.839573,2023-07-22 22:07:39.594182,79,4.32 hours,Guatemala,Goedgekeurd,7.24 kg CO2/kg,1.22%,Matig,2023-07-22 20:42:12.780890,3,5.0,2022-03-25,1.56%,306.0 kWh
34,Voldoet niet,2023-06-28 05:49:47.974819,0.86 kg,Medium,2.83 uur,Grinder 3,Geen,8419,2023-06-28 03:02:36.374204,7195,25 dagen,Liberica,2020-02-29,92.07%,100 units,547,60,2023-06-28 02:26:42,Filling Machine 4,Packager 3,441.41 euros,2023-06-28 03:36:22.746456,2023-06-28 05:25:31.454569,7218,2.83 hours,Myanmar,Afgekeurd,5.36 kg CO2/kg,1.34%,Matig,2023-06-28 03:53:08.937074,3,5.0,2020-05-02,1.97%,234.0 kWh
47,Voldoet,2021-12-24 04:42:09.201909,1.07 kg,Medium,4.10 uur,Grinder 3,Geen,3288,2021-12-24 02:20:36.515708,4092,11 dagen,Arabica,2023-10-09,83.88%,100 units,1930,36,2021-12-24 02:06:27,Filling Machine 5,Packager 4,-999999,0000-00-00 00:00:00,2021-12-24 04:02:44.091484,7856,4.10 hours,Uganda,Herziening vereist,1.00 kg CO2/kg,1.03%,Kritiek,2021-12-24 03:01:45.623559,4,2.0,2024-05-06,1.40%,218.0 kWh
54,Voldoet,2021-10-10 13:23:43.813329,0.74 kg,Licht,,Grinder 1,Geen,8226,2021-10-10 11:24:41.680547,3656,21 dagen,Arabica,2020-09-16,70.06%,200 units,6589,19,2021-10-10 11:07:25,Filling Machine 4,###,,2021-10-10 11:50:48.562543,2021-10-10 12:51:10.868160,4304,3.42 hours,Burundi,Afgekeurd,7.60 kg CO2/kg,1.40%,Hoog,2021-10-10 12:08:01.360375,6,4.0,2020-12-22,2.93%,319.0 kWh
5,Voldoet,2023-08-21 10:34:54.724533,1.23 kg,Medium-Donker,4.46 uur,Grinder 2,Uitstekende kwaliteit,2788,2023-08-21 08:25:11.556919,7473,11 dagen,Arabica,2022-06-27,75.86%,500 units,8758,37,2023-08-21 08:00:23,Filling Machine 3,Packager 3,523.08 euros,31-02-2025 25:61:61,2023-08-21 10:06:47.570268,5182,4.46 hours,Kameroen,Herziening vereist,8.96 kg CO2/kg,1.41%,Hoog,2023-08-21 09:10:35.270610,4,5.0,2022-08-19,1.45%,261.0 kWh
38,Voldoet,2021-05-11 21:01:20.729126,,Medium,3.13 uur,Grinder 5,Geen,2071,2021-05-11 18:44:58.022856,2783,19 dagen,Arabica,2023-03-27,65.58%,ERROR,7125,27,2021-05-11 18:30:37,Filling Machine 5,Packager 1,456.66 euros,2021-05-11 19:18:59.635604,2021-05-11 20:42:32.919991,88,3.13 hours,Brazilië,Afgekeurd,5.58 kg CO2/kg,1.16%,Matig,2021-05-11 19:29:07.218480,3,3.0,2024-02-18,1.43%,198.0 kWh
74,Voldoet,2022-12-06 00:25:41.155802,1.06 kg,Medium,3.82 uur,Grinder 1,Geen,3322,2022-12-05 22:16:43.071749,6060,11 dagen,Arabica,2022-12-27,52.80%,300 units,637,39,2022-12-05 21:52:58,Filling Machine 5,Packager 3,490.85 euros,2022-12-05 22:43:19.217973,2022-12-06 00:10:58.302822,7131,3.82 hours,Rwanda,Afgekeurd,3.47 kg CO2/kg,1.88%,Matig,2022-12-05 23:02:42.063759,1,3.0,2023-04-12,0.98%,331.0 kWh
62,Voldoet,2020-03-15 11:38:31.375077,0.96 kg,Licht,3.59 uur,Grinder 1,Geen,4076,2020-03-15 09:52:30.290661,433,5 dagen,Arabica,2021-03-08,74.47%,500 units,7499,50,2020-03-15 09:30:58,Filling Machine 2,Packager 4,479.65 euros,2020-03-15 10:24:08.384001,2020-03-15 11:11:52.914335,4492,3.59 hours,Cuba,Herziening vereist,8.83 kg CO2/kg,1.01%,Hoog,2020-03-15 10:45:33.019767,4,4.0,2021-12-17,1.29%,450.0 kWh
37,Voldoet,2020-07-08 11:31:49.529867,1.23 kg,Medium,,Grinder 2,Geen,7752,2020-07-08 09:45:50.572969,1039,15 dagen,Arabica,2023-10-14,77.56%,400 units,9162,48,2020-07-08 09:20:30,Filling Machine 5,Packager 5,541.40 euros,2020-07-08 10:04:44.405654,2020-07-08 11:08:24.949657,2517,4.83 hours,Zambia,Goedgekeurd,6.71 kg CO2/kg,1.66%,Laag,2020-07-08 10:20:04.373489,999,,2023-12-27,2.85%,286.0 kWh
37,Voldoet,2021-02-18 12:18:35.629336,0.93 kg,Medium,5.23 uur,Grinder 3,Geen,6848,2021-02-18 10:50:31.493114,2322,8 dagen,Arabica,2023-12-18,76.04%,300 units,715,70,2021-02-18 10:17:54,Filling Machine 4,Packager 4,561.37 euros,2021-02-18 11:22:27.608325,2021-02-18 11:42:18.920598,5529,5.23 hours,Filipijnen,Goedgekeurd,6.95 kg CO2/kg,0.72%,Matig,2021-02-18 11:36:48.375709,7,2.0,2024-02-03,1.93%,296.0 kWh
21,Voldoet,2023-06-17 23:20:09.870427,0.98 kg,Licht,4.63 uur,Grinder 4,Uitstekende kwaliteit,5497,2023-06-17 21:08:35.395861,7136,21 dagen,Arabica,2020-06-06,66.50%,500 units,6558,44,2023-06-17 20:42:29,Filling Machine 1,Packager 5,531.38 euros,2023-06-17 21:33:43.152776,2023-06-17 22:47:44.280470,998,4.63 hours,Puerto Rico,Herziening vereist,7.60 kg CO2/kg,0.56%,Matig,2023-06-17 21:46:30.236371,8,4.0,2021-01-27,1.59%,171.0 kWh
38,Voldoet,2021-12-28 23:34:11.270139,1.02 kg,Medium,3.75 uur,Grinder 3,Geen,9788,2021-12-28 21:34:06.492052,4114,10 dagen,Arabica,2023-09-30,67.68%,400 units,8887,53,2021-12-28 21:17:06,Filling Machine 1,Packager 3,487.55 euros,2021-12-28 22:04:57.293378,2021-12-28 23:16:37.247396,2168,3.75 hours,Puerto Rico,Goedgekeurd,4.30 kg CO2/kg,1.52%,Matig,2021-12-28 22:22:50.707451,3,5.0,2024-03-14,2.76%,onbekend
59,Voldoet,2021-02-08 09:17:08.587108,0.85 kg,Licht,5.42 uur,Grinder 2,Geen,7952,2021-02-08 07:41:55.757328,2251,21 dagen,Robusta,2021-10-14,63.74%,100 units,6761,54,2021-02-08 07:24:04,Filling Machine 3,Packager 3,570.87 euros,2021-02-08 08:05:52.273023,2021-02-08 08:44:24.965426,8628,5.42 hours,Haïti,Goedgekeurd,3.65 kg CO2/kg,0.56%,Hoog,0000-00-00 00:00:00,1,2.0,2022-08-30,1.50%,242.0 kWh
86,Voldoet niet,2020-02-29 04:51:42.597992,0.62 kg,Medium,4.80 uur,Grinder 4,Herziening vereist,9272,2020-02-29 03:00:32.982519,340,24 dagen,Liberica,2020-10-16,75.41%,200 units,2888,52,onbekend,Filling Machine 4,Packager 4,539.77 euros,2020-02-29 03:09:50.356977,2020-02-29 04:10:51.472528,3517,4.80 hours,Thailand,Goedgekeurd,2.10 kg CO2/kg,1.62%,Matig,2020-02-29 03:20:16.773317,5,5.0,2021-05-17,1.27%,239.0 kWh
49,Voldoet,2020-01-16 08:34:32.573510,1.06 kg,Licht,4.85 uur,Grinder 3,Geen,7857,2020-01-16 06:31:42.508426,87,16 dagen,Excelsa,2023-01-04,68.30%,500 units,4254,29,2020-01-16 06:19:31,Filling Machine 3,Packager 4,542.56 euros,2020-01-16 06:45:15.483872,2020-01-16 07:58:49.556075,4366,4.85 hours,Bolivia,Afgekeurd,7.54 kg CO2/kg,0.20%,Kritiek,2020-01-16 06:50:40.592126,4,5.0,2023-08-31,2.16%,999999 kWh
62,Voldoet,2020-10-05 19:53:49.658957,0.97 kg,Medium-Donker,4.42 uur,Grinder 1,Geen,5113,2020-10-05 17:28:40.231691,1541,16 dagen,Arabica,2022-06-14,72.38%,400 units,3397,52,2020-10-05 17:09:09,Filling Machine 1,Packager 5,520.77 euros,2020-10-05 17:36:18.951224,2020-10-05 19:07:36.633808,593,4.42 hours,Ethiopië,Goedgekeurd,3.63 kg CO2/kg,0.58%,Matig,2020-10-05 17:55:55.848684,3,2.0,2023-03-13,0.95%,-100 kWh
14,Voldoet,2022-04-15 11:53:38.116021,1.15 kg,Licht,4.05 uur,Grinder 2,Herziening vereist,8527,2022-04-15 09:43:31.363325,4759,27 dagen,Robusta,2020-05-13,59.36%,400 units,4151,27,2022-04-15 09:28:58,Filling Machine 3,Packager 3,502.62 euros,2022-04-15 10:10:58.493086,2022-04-15 11:14:23.410889,9244,4.05 hours,Rwanda,Goedgekeurd,,0.80%,Hoog,2022-04-15 10:12:44.997757,5,7.0,2021-01-05,2.62%,302.0 kWh
69,Voldoet gedeeltelijk,2020-10-26 18:09:43.284422,0.54 kg,Medium-Donker,3.40 uur,Grinder 4,Geen,2645,2020-10-26 15:49:35.517839,1674,12 dagen,Robusta,2022-06-29,87.92%,500 units,6147,50,2020-10-26 15:26:09,Filling Machine 2,Packager 2,470.18 euros,2020-10-26 16:33:00.911186,2020-10-26 17:23:12.871724,1059,3.40 hours,Puerto Rico,Goedgekeurd,10.00 kg CO2/kg,0.93%,Hoog,2020-10-26 16:38:23.785483,6,10.0,,2.79%,224.0 kWh
27,Voldoet,2023-01-22 11:42:04.673163,,Donker,3.58 uur,Grinder 1,Herziening vereist,2373,2023-01-22 09:25:24.335896,0000,5 dagen,Robusta,2021-08-25,93.50%,500 units,8146,46,2023-01-22 08:54:50,Filling Machine 5,Packager 5,478.99 euros,0000-00-00 00:00:00,2023-01-22 11:24:39.878652,1275,3.58 hours,Zambia,Herziening vereist,1.18 kg CO2/kg,1.19%,Hoog,2023-01-22 10:20:11.417214,1,5.0,2021-12-18,2.27%,427.0 kWh
61,Voldoet gedeeltelijk,2020-05-13 02:48:00.858940,1.09 kg,Licht,4.91 uur,Grinder 2,Geen,4419,2020-05-13 00:08:40.582062,709,17 dagen,Excelsa,2020-08-20,68.54%,100 units,2334,46,2020-05-12 23:50:31,Filling Machine 4,Packager 2,545.33 euros,2020-05-13 00:41:52.967269,2020-05-13 02:22:13.029720,3095,4.91 hours,Papoea-Nieuw-Guinea,Afgekeurd,10.00 kg CO2/kg,1.56%,Kritiek,0000-00-00 00:00:00,6,3.0,2021-08-05,3.72%,293.0 kWh
